"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"F1001C01","Population at Each Census","1956","1956","15","Kerry","-","Both sexes","Number","122072"
"F1001C01","Population at Each Census","1956","1956","15","Kerry","1","Male","Number","63965"
"F1001C01","Population at Each Census","1956","1956","15","Kerry","2","Female","Number","58107"
"F1001C01","Population at Each Census","1956","1956","16","Limerick","-","Both sexes","Number","137881"
"F1001C01","Population at Each Census","1956","1956","16","Limerick","1","Male","Number","69622"
"F1001C01","Population at Each Census","1956","1956","16","Limerick","2","Female","Number","68259"
"F1001C01","Population at Each Census","1956","1956","17","Tipperary","-","Both sexes","Number","129415"
"F1001C01","Population at Each Census","1956","1956","17","Tipperary","1","Male","Number","67398"
"F1001C01","Population at Each Census","1956","1956","17","Tipperary","2","Female","Number","62017"
"F1001C01","Population at Each Census","1956","1956","18","Waterford","-","Both sexes","Number","74031"
"F1001C01","Population at Each Census","1956","1956","18","Waterford","1","Male","Number","36977"
"F1001C01","Population at Each Census","1956","1956","18","Waterford","2","Female","Number","37054"
"F1001C01","Population at Each Census","1956","1956","19","Galway","-","Both sexes","Number","155553"
"F1001C01","Population at Each Census","1956","1956","19","Galway","1","Male","Number","82223"
"F1001C01","Population at Each Census","1956","1956","19","Galway","2","Female","Number","73330"
"F1001C01","Population at Each Census","1956","1956","20","Leitrim","-","Both sexes","Number","37056"
"F1001C01","Population at Each Census","1956","1956","20","Leitrim","1","Male","Number","19986"
"F1001C01","Population at Each Census","1956","1956","20","Leitrim","2","Female","Number","17070"
"F1001C01","Population at Each Census","1956","1956","21","Mayo","-","Both sexes","Number","133052"
"F1001C01","Population at Each Census","1956","1956","21","Mayo","1","Male","Number","68879"
"F1001C01","Population at Each Census","1956","1956","21","Mayo","2","Female","Number","64173"
"F1001C01","Population at Each Census","1956","1956","22","Roscommon","-","Both sexes","Number","63710"
"F1001C01","Population at Each Census","1956","1956","22","Roscommon","1","Male","Number","34078"
"F1001C01","Population at Each Census","1956","1956","22","Roscommon","2","Female","Number","29632"
"F1001C01","Population at Each Census","1956","1956","23","Sligo","-","Both sexes","Number","56850"
"F1001C01","Population at Each Census","1956","1956","23","Sligo","1","Male","Number","29392"
"F1001C01","Population at Each Census","1956","1956","23","Sligo","2","Female","Number","27458"
"F1001C01","Population at Each Census","1956","1956","24","Cavan","-","Both sexes","Number","61740"
"F1001C01","Population at Each Census","1956","1956","24","Cavan","1","Male","Number","33177"
"F1001C01","Population at Each Census","1956","1956","24","Cavan","2","Female","Number","28563"
"F1001C01","Population at Each Census","1956","1956","25","Donegal","-","Both sexes","Number","122059"
"F1001C01","Population at Each Census","1956","1956","25","Donegal","1","Male","Number","62664"
"F1001C01","Population at Each Census","1956","1956","25","Donegal","2","Female","Number","59395"
"F1001C01","Population at Each Census","1956","1956","26","Monaghan","-","Both sexes","Number","52064"
"F1001C01","Population at Each Census","1956","1956","26","Monaghan","1","Male","Number","27294"
"F1001C01","Population at Each Census","1956","1956","26","Monaghan","2","Female","Number","24770"
"F1001C01","Population at Each Census","1961","1961","-","State","-","Both sexes","Number","2818341"
"F1001C01","Population at Each Census","1961","1961","-","State","1","Male","Number","1416549"
"F1001C01","Population at Each Census","1961","1961","-","State","2","Female","Number","1401792"
"F1001C01","Population at Each Census","1961","1961","01","Carlow","-","Both sexes","Number","33342"
"F1001C01","Population at Each Census","1961","1961","01","Carlow","1","Male","Number","17360"
"F1001C01","Population at Each Census","1961","1961","01","Carlow","2","Female","Number","15982"
"F1001C01","Population at Each Census","1961","1961","02","Dublin","-","Both sexes","Number","718332"
"F1001C01","Population at Each Census","1961","1961","02","Dublin","1","Male","Number","335004"
"F1001C01","Population at Each Census","1961","1961","02","Dublin","2","Female","Number","383328"
"F1001C01","Population at Each Census","1961","1961","03","Kildare","-","Both sexes","Number","64420"
"F1001C01","Population at Each Census","1961","1961","03","Kildare","1","Male","Number","34068"
"F1001C01","Population at Each Census","1961","1961","03","Kildare","2","Female","Number","30352"
"F1001C01","Population at Each Census","1961","1961","04","Kilkenny","-","Both sexes","Number","61668"
"F1001C01","Population at Each Census","1961","1961","04","Kilkenny","1","Male","Number","32252"
"F1001C01","Population at Each Census","1961","1961","04","Kilkenny","2","Female","Number","29416"
"F1001C01","Population at Each Census","1961","1961","05","Laois","-","Both sexes","Number","45069"
"F1001C01","Population at Each Census","1961","1961","05","Laois","1","Male","Number","23989"
"F1001C01","Population at Each Census","1961","1961","05","Laois","2","Female","Number","21080"
"F1001C01","Population at Each Census","1961","1961","06","Longford","-","Both sexes","Number","30643"
"F1001C01","Population at Each Census","1961","1961","06","Longford","1","Male","Number","16133"
"F1001C01","Population at Each Census","1961","1961","06","Longford","2","Female","Number","14510"
"F1001C01","Population at Each Census","1961","1961","07","Louth","-","Both sexes","Number","67378"
"F1001C01","Population at Each Census","1961","1961","07","Louth","1","Male","Number","33627"
"F1001C01","Population at Each Census","1961","1961","07","Louth","2","Female","Number","33751"
"F1001C01","Population at Each Census","1961","1961","08","Meath","-","Both sexes","Number","65122"
"F1001C01","Population at Each Census","1961","1961","08","Meath","1","Male","Number","33826"
"F1001C01","Population at Each Census","1961","1961","08","Meath","2","Female","Number","31296"
"F1001C01","Population at Each Census","1961","1961","09","Offaly","-","Both sexes","Number","51533"
"F1001C01","Population at Each Census","1961","1961","09","Offaly","1","Male","Number","27188"
"F1001C01","Population at Each Census","1961","1961","09","Offaly","2","Female","Number","24345"
"F1001C01","Population at Each Census","1961","1961","10","Westmeath","-","Both sexes","Number","52861"
"F1001C01","Population at Each Census","1961","1961","10","Westmeath","1","Male","Number","27183"
"F1001C01","Population at Each Census","1961","1961","10","Westmeath","2","Female","Number","25678"
"F1001C01","Population at Each Census","1961","1961","11","Wexford","-","Both sexes","Number","83308"
"F1001C01","Population at Each Census","1961","1961","11","Wexford","1","Male","Number","42128"
"F1001C01","Population at Each Census","1961","1961","11","Wexford","2","Female","Number","41180"
"F1001C01","Population at Each Census","1961","1961","12","Wicklow","-","Both sexes","Number","58473"
"F1001C01","Population at Each Census","1961","1961","12","Wicklow","1","Male","Number","29150"
"F1001C01","Population at Each Census","1961","1961","12","Wicklow","2","Female","Number","29323"
"F1001C01","Population at Each Census","1961","1961","13","Clare","-","Both sexes","Number","73702"
"F1001C01","Population at Each Census","1961","1961","13","Clare","1","Male","Number","38904"
"F1001C01","Population at Each Census","1961","1961","13","Clare","2","Female","Number","34798"
"F1001C01","Population at Each Census","1961","1961","14","Cork","-","Both sexes","Number","330443"
"F1001C01","Population at Each Census","1961","1961","14","Cork","1","Male","Number","164708"
"F1001C01","Population at Each Census","1961","1961","14","Cork","2","Female","Number","165735"
"F1001C01","Population at Each Census","1961","1961","15","Kerry","-","Both sexes","Number","116458"
"F1001C01","Population at Each Census","1961","1961","15","Kerry","1","Male","Number","60838"
"F1001C01","Population at Each Census","1961","1961","15","Kerry","2","Female","Number","55620"
"F1001C01","Population at Each Census","1961","1961","16","Limerick","-","Both sexes","Number","133339"
"F1001C01","Population at Each Census","1961","1961","16","Limerick","1","Male","Number","67173"
"F1001C01","Population at Each Census","1961","1961","16","Limerick","2","Female","Number","66166"
"F1001C01","Population at Each Census","1961","1961","17","Tipperary","-","Both sexes","Number","123822"
"F1001C01","Population at Each Census","1961","1961","17","Tipperary","1","Male","Number","64141"
"F1001C01","Population at Each Census","1961","1961","17","Tipperary","2","Female","Number","59681"
"F1001C01","Population at Each Census","1961","1961","18","Waterford","-","Both sexes","Number","71439"
"F1001C01","Population at Each Census","1961","1961","18","Waterford","1","Male","Number","35528"
"F1001C01","Population at Each Census","1961","1961","18","Waterford","2","Female","Number","35911"
"F1001C01","Population at Each Census","1961","1961","19","Galway","-","Both sexes","Number","149887"
"F1001C01","Population at Each Census","1961","1961","19","Galway","1","Male","Number","78993"
"F1001C01","Population at Each Census","1961","1961","19","Galway","2","Female","Number","70894"
"F1001C01","Population at Each Census","1961","1961","20","Leitrim","-","Both sexes","Number","33470"
"F1001C01","Population at Each Census","1961","1961","20","Leitrim","1","Male","Number","18031"
"F1001C01","Population at Each Census","1961","1961","20","Leitrim","2","Female","Number","15439"
"F1001C01","Population at Each Census","1961","1961","21","Mayo","-","Both sexes","Number","123330"
"F1001C01","Population at Each Census","1961","1961","21","Mayo","1","Male","Number","63844"
"F1001C01","Population at Each Census","1961","1961","21","Mayo","2","Female","Number","59486"
"F1001C01","Population at Each Census","1961","1961","22","Roscommon","-","Both sexes","Number","59217"
"F1001C01","Population at Each Census","1961","1961","22","Roscommon","1","Male","Number","31477"
"F1001C01","Population at Each Census","1961","1961","22","Roscommon","2","Female","Number","27740"
"F1001C01","Population at Each Census","1961","1961","23","Sligo","-","Both sexes","Number","53561"
"F1001C01","Population at Each Census","1961","1961","23","Sligo","1","Male","Number","27638"
"F1001C01","Population at Each Census","1961","1961","23","Sligo","2","Female","Number","25923"
"F1001C01","Population at Each Census","1961","1961","24","Cavan","-","Both sexes","Number","56594"
"F1001C01","Population at Each Census","1961","1961","24","Cavan","1","Male","Number","30277"
"F1001C01","Population at Each Census","1961","1961","24","Cavan","2","Female","Number","26317"
"F1001C01","Population at Each Census","1961","1961","25","Donegal","-","Both sexes","Number","113842"
"F1001C01","Population at Each Census","1961","1961","25","Donegal","1","Male","Number","58501"
"F1001C01","Population at Each Census","1961","1961","25","Donegal","2","Female","Number","55341"
"F1001C01","Population at Each Census","1961","1961","26","Monaghan","-","Both sexes","Number","47088"
"F1001C01","Population at Each Census","1961","1961","26","Monaghan","1","Male","Number","24588"
"F1001C01","Population at Each Census","1961","1961","26","Monaghan","2","Female","Number","22500"
"F1001C01","Population at Each Census","1966","1966","-","State","-","Both sexes","Number","2884002"
"F1001C01","Population at Each Census","1966","1966","-","State","1","Male","Number","1449032"
"F1001C01","Population at Each Census","1966","1966","-","State","2","Female","Number","1434970"
"F1001C01","Population at Each Census","1966","1966","01","Carlow","-","Both sexes","Number","33593"
"F1001C01","Population at Each Census","1966","1966","01","Carlow","1","Male","Number","17320"
"F1001C01","Population at Each Census","1966","1966","01","Carlow","2","Female","Number","16273"
"F1001C01","Population at Each Census","1966","1966","02","Dublin","-","Both sexes","Number","795047"
"F1001C01","Population at Each Census","1966","1966","02","Dublin","1","Male","Number","375692"
"F1001C01","Population at Each Census","1966","1966","02","Dublin","2","Female","Number","419355"
"F1001C01","Population at Each Census","1966","1966","03","Kildare","-","Both sexes","Number","66404"
"F1001C01","Population at Each Census","1966","1966","03","Kildare","1","Male","Number","34829"
"F1001C01","Population at Each Census","1966","1966","03","Kildare","2","Female","Number","31575"
"F1001C01","Population at Each Census","1966","1966","04","Kilkenny","-","Both sexes","Number","60463"
"F1001C01","Population at Each Census","1966","1966","04","Kilkenny","1","Male","Number","31390"
"F1001C01","Population at Each Census","1966","1966","04","Kilkenny","2","Female","Number","29073"
"F1001C01","Population at Each Census","1966","1966","05","Laois","-","Both sexes","Number","44595"
"F1001C01","Population at Each Census","1966","1966","05","Laois","1","Male","Number","23622"
"F1001C01","Population at Each Census","1966","1966","05","Laois","2","Female","Number","20973"
"F1001C01","Population at Each Census","1966","1966","06","Longford","-","Both sexes","Number","28989"
"F1001C01","Population at Each Census","1966","1966","06","Longford","1","Male","Number","15245"
"F1001C01","Population at Each Census","1966","1966","06","Longford","2","Female","Number","13744"
"F1001C01","Population at Each Census","1966","1966","07","Louth","-","Both sexes","Number","69519"
"F1001C01","Population at Each Census","1966","1966","07","Louth","1","Male","Number","34664"
"F1001C01","Population at Each Census","1966","1966","07","Louth","2","Female","Number","34855"
"F1001C01","Population at Each Census","1966","1966","08","Meath","-","Both sexes","Number","67323"
"F1001C01","Population at Each Census","1966","1966","08","Meath","1","Male","Number","34877"
"F1001C01","Population at Each Census","1966","1966","08","Meath","2","Female","Number","32446"
"F1001C01","Population at Each Census","1966","1966","09","Offaly","-","Both sexes","Number","51717"
"F1001C01","Population at Each Census","1966","1966","09","Offaly","1","Male","Number","27007"
"F1001C01","Population at Each Census","1966","1966","09","Offaly","2","Female","Number","24710"
"F1001C01","Population at Each Census","1966","1966","10","Westmeath","-","Both sexes","Number","52900"
"F1001C01","Population at Each Census","1966","1966","10","Westmeath","1","Male","Number","27101"
"F1001C01","Population at Each Census","1966","1966","10","Westmeath","2","Female","Number","25799"
"F1001C01","Population at Each Census","1966","1966","11","Wexford","-","Both sexes","Number","83437"
"F1001C01","Population at Each Census","1966","1966","11","Wexford","1","Male","Number","42270"
"F1001C01","Population at Each Census","1966","1966","11","Wexford","2","Female","Number","41167"
"F1001C01","Population at Each Census","1966","1966","12","Wicklow","-","Both sexes","Number","60428"
"F1001C01","Population at Each Census","1966","1966","12","Wicklow","1","Male","Number","30231"
"F1001C01","Population at Each Census","1966","1966","12","Wicklow","2","Female","Number","30197"
"F1001C01","Population at Each Census","1966","1966","13","Clare","-","Both sexes","Number","73597"
"F1001C01","Population at Each Census","1966","1966","13","Clare","1","Male","Number","38667"
"F1001C01","Population at Each Census","1966","1966","13","Clare","2","Female","Number","34930"
"F1001C01","Population at Each Census","1966","1966","14","Cork","-","Both sexes","Number","339703"
"F1001C01","Population at Each Census","1966","1966","14","Cork","1","Male","Number","170010"
"F1001C01","Population at Each Census","1966","1966","14","Cork","2","Female","Number","169693"
"F1001C01","Population at Each Census","1966","1966","15","Kerry","-","Both sexes","Number","112785"
"F1001C01","Population at Each Census","1966","1966","15","Kerry","1","Male","Number","58674"
"F1001C01","Population at Each Census","1966","1966","15","Kerry","2","Female","Number","54111"
"F1001C01","Population at Each Census","1966","1966","16","Limerick","-","Both sexes","Number","137357"
"F1001C01","Population at Each Census","1966","1966","16","Limerick","1","Male","Number","69135"
"F1001C01","Population at Each Census","1966","1966","16","Limerick","2","Female","Number","68222"
"F1001C01","Population at Each Census","1966","1966","17","Tipperary","-","Both sexes","Number","122812"
"F1001C01","Population at Each Census","1966","1966","17","Tipperary","1","Male","Number","63416"
"F1001C01","Population at Each Census","1966","1966","17","Tipperary","2","Female","Number","59396"
"F1001C01","Population at Each Census","1966","1966","18","Waterford","-","Both sexes","Number","73080"
"F1001C01","Population at Each Census","1966","1966","18","Waterford","1","Male","Number","36466"
"F1001C01","Population at Each Census","1966","1966","18","Waterford","2","Female","Number","36614"
"F1001C01","Population at Each Census","1966","1966","19","Galway","-","Both sexes","Number","148340"
"F1001C01","Population at Each Census","1966","1966","19","Galway","1","Male","Number","77696"
"F1001C01","Population at Each Census","1966","1966","19","Galway","2","Female","Number","70644"
"F1001C01","Population at Each Census","1966","1966","20","Leitrim","-","Both sexes","Number","30572"
"F1001C01","Population at Each Census","1966","1966","20","Leitrim","1","Male","Number","16444"
"F1001C01","Population at Each Census","1966","1966","20","Leitrim","2","Female","Number","14128"
"F1001C01","Population at Each Census","1966","1966","21","Mayo","-","Both sexes","Number","115547"
"F1001C01","Population at Each Census","1966","1966","21","Mayo","1","Male","Number","59829"
"F1001C01","Population at Each Census","1966","1966","21","Mayo","2","Female","Number","55718"
"F1001C01","Population at Each Census","1966","1966","22","Roscommon","-","Both sexes","Number","56228"
"F1001C01","Population at Each Census","1966","1966","22","Roscommon","1","Male","Number","29782"
"F1001C01","Population at Each Census","1966","1966","22","Roscommon","2","Female","Number","26446"
"F1001C01","Population at Each Census","1966","1966","23","Sligo","-","Both sexes","Number","51263"
"F1001C01","Population at Each Census","1966","1966","23","Sligo","1","Male","Number","26346"
"F1001C01","Population at Each Census","1966","1966","23","Sligo","2","Female","Number","24917"
"F1001C01","Population at Each Census","1966","1966","24","Cavan","-","Both sexes","Number","54022"
"F1001C01","Population at Each Census","1966","1966","24","Cavan","1","Male","Number","28803"
"F1001C01","Population at Each Census","1966","1966","24","Cavan","2","Female","Number","25219"
"F1001C01","Population at Each Census","1966","1966","25","Donegal","-","Both sexes","Number","108549"
"F1001C01","Population at Each Census","1966","1966","25","Donegal","1","Male","Number","55606"
"F1001C01","Population at Each Census","1966","1966","25","Donegal","2","Female","Number","52943"
"F1001C01","Population at Each Census","1966","1966","26","Monaghan","-","Both sexes","Number","45732"
"F1001C01","Population at Each Census","1966","1966","26","Monaghan","1","Male","Number","23910"
"F1001C01","Population at Each Census","1966","1966","26","Monaghan","2","Female","Number","21822"
"F1001C01","Population at Each Census","1971","1971","-","State","-","Both sexes","Number","2978248"
"F1001C01","Population at Each Census","1971","1971","-","State","1","Male","Number","1495760"
"F1001C01","Population at Each Census","1971","1971","-","State","2","Female","Number","1482488"
"F1001C01","Population at Each Census","1971","1971","01","Carlow","-","Both sexes","Number","34237"
"F1001C01","Population at Each Census","1971","1971","01","Carlow","1","Male","Number","17502"
"F1001C01","Population at Each Census","1971","1971","01","Carlow","2","Female","Number","16735"
"F1001C01","Population at Each Census","1971","1971","02","Dublin","-","Both sexes","Number","852219"
"F1001C01","Population at Each Census","1971","1971","02","Dublin","1","Male","Number","406008"
"F1001C01","Population at Each Census","1971","1971","02","Dublin","2","Female","Number","446211"
"F1001C01","Population at Each Census","1971","1971","03","Kildare","-","Both sexes","Number","71977"
"F1001C01","Population at Each Census","1971","1971","03","Kildare","1","Male","Number","37279"
"F1001C01","Population at Each Census","1971","1971","03","Kildare","2","Female","Number","34698"
"F1001C01","Population at Each Census","1971","1971","04","Kilkenny","-","Both sexes","Number","61473"
"F1001C01","Population at Each Census","1971","1971","04","Kilkenny","1","Male","Number","31828"
"F1001C01","Population at Each Census","1971","1971","04","Kilkenny","2","Female","Number","29645"
"F1001C01","Population at Each Census","1971","1971","05","Laois","-","Both sexes","Number","45259"
"F1001C01","Population at Each Census","1971","1971","05","Laois","1","Male","Number","23805"
"F1001C01","Population at Each Census","1971","1971","05","Laois","2","Female","Number","21454"
"F1001C01","Population at Each Census","1971","1971","06","Longford","-","Both sexes","Number","28250"
"F1001C01","Population at Each Census","1971","1971","06","Longford","1","Male","Number","14891"
"F1001C01","Population at Each Census","1971","1971","06","Longford","2","Female","Number","13359"
"F1001C01","Population at Each Census","1971","1971","07","Louth","-","Both sexes","Number","74951"
"F1001C01","Population at Each Census","1971","1971","07","Louth","1","Male","Number","37511"
"F1001C01","Population at Each Census","1971","1971","07","Louth","2","Female","Number","37440"
"F1001C01","Population at Each Census","1971","1971","08","Meath","-","Both sexes","Number","71729"
"F1001C01","Population at Each Census","1971","1971","08","Meath","1","Male","Number","36977"
"F1001C01","Population at Each Census","1971","1971","08","Meath","2","Female","Number","34752"
"F1001C01","Population at Each Census","1971","1971","09","Offaly","-","Both sexes","Number","51829"
"F1001C01","Population at Each Census","1971","1971","09","Offaly","1","Male","Number","27029"
"F1001C01","Population at Each Census","1971","1971","09","Offaly","2","Female","Number","24800"
"F1001C01","Population at Each Census","1971","1971","10","Westmeath","-","Both sexes","Number","53570"
"F1001C01","Population at Each Census","1971","1971","10","Westmeath","1","Male","Number","27544"
"F1001C01","Population at Each Census","1971","1971","10","Westmeath","2","Female","Number","26026"
"F1001C01","Population at Each Census","1971","1971","11","Wexford","-","Both sexes","Number","86351"
"F1001C01","Population at Each Census","1971","1971","11","Wexford","1","Male","Number","43768"
"F1001C01","Population at Each Census","1971","1971","11","Wexford","2","Female","Number","42583"
"F1001C01","Population at Each Census","1971","1971","12","Wicklow","-","Both sexes","Number","66295"
"F1001C01","Population at Each Census","1971","1971","12","Wicklow","1","Male","Number","33318"
"F1001C01","Population at Each Census","1971","1971","12","Wicklow","2","Female","Number","32977"
"F1001C01","Population at Each Census","1971","1971","13","Clare","-","Both sexes","Number","75008"
"F1001C01","Population at Each Census","1971","1971","13","Clare","1","Male","Number","39002"
"F1001C01","Population at Each Census","1971","1971","13","Clare","2","Female","Number","36006"
"F1001C01","Population at Each Census","1971","1971","14","Cork","-","Both sexes","Number","352883"
"F1001C01","Population at Each Census","1971","1971","14","Cork","1","Male","Number","176786"
"F1001C01","Population at Each Census","1971","1971","14","Cork","2","Female","Number","176097"
"F1001C01","Population at Each Census","1971","1971","15","Kerry","-","Both sexes","Number","112772"
"F1001C01","Population at Each Census","1971","1971","15","Kerry","1","Male","Number","58404"
"F1001C01","Population at Each Census","1971","1971","15","Kerry","2","Female","Number","54368"
"F1001C01","Population at Each Census","1971","1971","16","Limerick","-","Both sexes","Number","140459"
"F1001C01","Population at Each Census","1971","1971","16","Limerick","1","Male","Number","70786"
"F1001C01","Population at Each Census","1971","1971","16","Limerick","2","Female","Number","69673"
"F1001C01","Population at Each Census","1971","1971","17","Tipperary","-","Both sexes","Number","123565"
"F1001C01","Population at Each Census","1971","1971","17","Tipperary","1","Male","Number","63523"
"F1001C01","Population at Each Census","1971","1971","17","Tipperary","2","Female","Number","60042"
"F1001C01","Population at Each Census","1971","1971","18","Waterford","-","Both sexes","Number","77315"
"F1001C01","Population at Each Census","1971","1971","18","Waterford","1","Male","Number","38770"
"F1001C01","Population at Each Census","1971","1971","18","Waterford","2","Female","Number","38545"
"F1001C01","Population at Each Census","1971","1971","19","Galway","-","Both sexes","Number","149223"
"F1001C01","Population at Each Census","1971","1971","19","Galway","1","Male","Number","77842"
"F1001C01","Population at Each Census","1971","1971","19","Galway","2","Female","Number","71381"
"F1001C01","Population at Each Census","1971","1971","20","Leitrim","-","Both sexes","Number","28360"
"F1001C01","Population at Each Census","1971","1971","20","Leitrim","1","Male","Number","15269"
"F1001C01","Population at Each Census","1971","1971","20","Leitrim","2","Female","Number","13091"
"F1001C01","Population at Each Census","1971","1971","21","Mayo","-","Both sexes","Number","109525"
"F1001C01","Population at Each Census","1971","1971","21","Mayo","1","Male","Number","56402"
"F1001C01","Population at Each Census","1971","1971","21","Mayo","2","Female","Number","53123"
"F1001C01","Population at Each Census","1971","1971","22","Roscommon","-","Both sexes","Number","53519"
"F1001C01","Population at Each Census","1971","1971","22","Roscommon","1","Male","Number","28294"
"F1001C01","Population at Each Census","1971","1971","22","Roscommon","2","Female","Number","25225"
"F1001C01","Population at Each Census","1971","1971","23","Sligo","-","Both sexes","Number","50275"
"F1001C01","Population at Each Census","1971","1971","23","Sligo","1","Male","Number","25887"
"F1001C01","Population at Each Census","1971","1971","23","Sligo","2","Female","Number","24388"
"F1001C01","Population at Each Census","1971","1971","24","Cavan","-","Both sexes","Number","52618"
"F1001C01","Population at Each Census","1971","1971","24","Cavan","1","Male","Number","27819"
"F1001C01","Population at Each Census","1971","1971","24","Cavan","2","Female","Number","24799"
"F1001C01","Population at Each Census","1971","1971","25","Donegal","-","Both sexes","Number","108344"
"F1001C01","Population at Each Census","1971","1971","25","Donegal","1","Male","Number","55424"
"F1001C01","Population at Each Census","1971","1971","25","Donegal","2","Female","Number","52920"
"F1001C01","Population at Each Census","1971","1971","26","Monaghan","-","Both sexes","Number","46242"
"F1001C01","Population at Each Census","1971","1971","26","Monaghan","1","Male","Number","24092"
"F1001C01","Population at Each Census","1971","1971","26","Monaghan","2","Female","Number","22150"
"F1001C01","Population at Each Census","1979","1979","-","State","-","Both sexes","Number","3368217"
"F1001C01","Population at Each Census","1979","1979","-","State","1","Male","Number","1693272"
"F1001C01","Population at Each Census","1979","1979","-","State","2","Female","Number","1674945"
"F1001C01","Population at Each Census","1979","1979","01","Carlow","-","Both sexes","Number","38668"
"F1001C01","Population at Each Census","1979","1979","01","Carlow","1","Male","Number","19743"
"F1001C01","Population at Each Census","1979","1979","01","Carlow","2","Female","Number","18925"
"F1001C01","Population at Each Census","1979","1979","02","Dublin","-","Both sexes","Number","983683"
"F1001C01","Population at Each Census","1979","1979","02","Dublin","1","Male","Number","473104"
"F1001C01","Population at Each Census","1979","1979","02","Dublin","2","Female","Number","510579"
"F1001C01","Population at Each Census","1979","1979","03","Kildare","-","Both sexes","Number","97185"
"F1001C01","Population at Each Census","1979","1979","03","Kildare","1","Male","Number","50666"
"F1001C01","Population at Each Census","1979","1979","03","Kildare","2","Female","Number","46519"
"F1001C01","Population at Each Census","1979","1979","04","Kilkenny","-","Both sexes","Number","69156"
"F1001C01","Population at Each Census","1979","1979","04","Kilkenny","1","Male","Number","35688"
"F1001C01","Population at Each Census","1979","1979","04","Kilkenny","2","Female","Number","33468"
"F1001C01","Population at Each Census","1979","1979","05","Laois","-","Both sexes","Number","49936"
"F1001C01","Population at Each Census","1979","1979","05","Laois","1","Male","Number","26192"
"F1001C01","Population at Each Census","1979","1979","05","Laois","2","Female","Number","23744"
"F1001C01","Population at Each Census","1979","1979","06","Longford","-","Both sexes","Number","30785"
"F1001C01","Population at Each Census","1979","1979","06","Longford","1","Male","Number","16059"
"F1001C01","Population at Each Census","1979","1979","06","Longford","2","Female","Number","14726"
"F1001C01","Population at Each Census","1979","1979","07","Louth","-","Both sexes","Number","86135"
"F1001C01","Population at Each Census","1979","1979","07","Louth","1","Male","Number","43061"
"F1001C01","Population at Each Census","1979","1979","07","Louth","2","Female","Number","43074"
"F1001C01","Population at Each Census","1979","1979","08","Meath","-","Both sexes","Number","90715"
"F1001C01","Population at Each Census","1979","1979","08","Meath","1","Male","Number","46704"
"F1001C01","Population at Each Census","1979","1979","08","Meath","2","Female","Number","44011"
"F1001C01","Population at Each Census","1979","1979","09","Offaly","-","Both sexes","Number","57342"
"F1001C01","Population at Each Census","1979","1979","09","Offaly","1","Male","Number","29792"
"F1001C01","Population at Each Census","1979","1979","09","Offaly","2","Female","Number","27550"
"F1001C01","Population at Each Census","1979","1979","10","Westmeath","-","Both sexes","Number","59885"
"F1001C01","Population at Each Census","1979","1979","10","Westmeath","1","Male","Number","30557"
"F1001C01","Population at Each Census","1979","1979","10","Westmeath","2","Female","Number","29328"
"F1001C01","Population at Each Census","1979","1979","11","Wexford","-","Both sexes","Number","96421"
"F1001C01","Population at Each Census","1979","1979","11","Wexford","1","Male","Number","48974"
"F1001C01","Population at Each Census","1979","1979","11","Wexford","2","Female","Number","47447"
"F1001C01","Population at Each Census","1979","1979","12","Wicklow","-","Both sexes","Number","83950"
"F1001C01","Population at Each Census","1979","1979","12","Wicklow","1","Male","Number","41969"
"F1001C01","Population at Each Census","1979","1979","12","Wicklow","2","Female","Number","41981"
"F1001C01","Population at Each Census","1979","1979","13","Clare","-","Both sexes","Number","84919"
"F1001C01","Population at Each Census","1979","1979","13","Clare","1","Male","Number","43945"
"F1001C01","Population at Each Census","1979","1979","13","Clare","2","Female","Number","40974"
"F1001C01","Population at Each Census","1979","1979","14","Cork","-","Both sexes","Number","396118"
"F1001C01","Population at Each Census","1979","1979","14","Cork","1","Male","Number","199146"
"F1001C01","Population at Each Census","1979","1979","14","Cork","2","Female","Number","196972"
"F1001C01","Population at Each Census","1979","1979","15","Kerry","-","Both sexes","Number","120356"
"F1001C01","Population at Each Census","1979","1979","15","Kerry","1","Male","Number","62185"
"F1001C01","Population at Each Census","1979","1979","15","Kerry","2","Female","Number","58171"
"F1001C01","Population at Each Census","1979","1979","16","Limerick","-","Both sexes","Number","157407"
"F1001C01","Population at Each Census","1979","1979","16","Limerick","1","Male","Number","79302"
"F1001C01","Population at Each Census","1979","1979","16","Limerick","2","Female","Number","78105"
"F1001C01","Population at Each Census","1979","1979","17","Tipperary","-","Both sexes","Number","133741"
"F1001C01","Population at Each Census","1979","1979","17","Tipperary","1","Male","Number","68877"
"F1001C01","Population at Each Census","1979","1979","17","Tipperary","2","Female","Number","64864"
"F1001C01","Population at Each Census","1979","1979","18","Waterford","-","Both sexes","Number","87278"
"F1001C01","Population at Each Census","1979","1979","18","Waterford","1","Male","Number","43956"
"F1001C01","Population at Each Census","1979","1979","18","Waterford","2","Female","Number","43322"
"F1001C01","Population at Each Census","1979","1979","19","Galway","-","Both sexes","Number","167838"
"F1001C01","Population at Each Census","1979","1979","19","Galway","1","Male","Number","86528"
"F1001C01","Population at Each Census","1979","1979","19","Galway","2","Female","Number","81310"
"F1001C01","Population at Each Census","1979","1979","20","Leitrim","-","Both sexes","Number","27844"
